No errors
No warnings
55 ms
data source=aircraftreports
1968 results
receipt_time,observation_time,mid_point_assumed,no_time_stamp,flt_lvl_range,above_ground_level_indicated,no_flt_lvl,bad_location,aircraft_ref,latitude,longitude,altitude_ft_msl,sky_cover,cloud_base_ft_msl,cloud_top_ft_msl,sky_cover,cloud_base_ft_msl,cloud_top_ft_msl,turbulence_type,turbulence_intensity,turbulence_base_ft_msl,turbulence_top_ft_msl,turbulence_freq,turbulence_type,turbulence_intensity,turbulence_base_ft_msl,turbulence_top_ft_msl,turbulence_freq,icing_type,icing_intensity,icing_base_ft_msl,icing_top_ft_msl,icing_type,icing_intensity,icing_base_ft_msl,icing_top_ft_msl,visibility_statute_mi,wx_string,temp_c,wind_dir_degrees,wind_speed_kt,vert_gust_kt,report_type,raw_text
2022-10-22T02:33:22Z,2022-10-22T02:25:00Z,,,,,,,AUA74,55.8333,-32.4,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,315,70,,AIREP,ARP AUA74 5550N03224W 0225 F360 5600N03000W 0235 5500N02000W MS55 315/70 KT OELAY DDL XXW 220226 F24A ,
2022-10-22T02:33:23Z,2022-10-22T02:25:00Z,,,,,,,KLM672,54.8167,-32.5,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,317,76,,AIREP,ARP KLM672 5449N03230W 0225 F390 5459N03000W 0236 5359N02000W MS62 317/76 KT PHAOB QXT AME 220225 J68A ,
2022-10-22T02:33:29Z,2022-10-22T02:25:00Z,,,,,,,BAW9E,53.7,-25.9167,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,356,78,,AIREP,ARP BAW9E 5342N02555W 0225 F390 5300N02000W 0252 MALOT MS58 356/78 KT GVIIF DDL XXH 220225 F55A ,
2022-10-22T02:33:22Z,2022-10-22T02:25:00Z,,,,,,,AAL108,53.5167,-35.7,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,298,112,,AIREP,ARP AAL108 5331N03542W 0225 F390 5359N03000W 0248 5259N02000W MS59 298/112 KT N770AN DDL XXN 220225 F44A ,
2022-10-22T02:27:51Z,2022-10-22T02:25:00Z,,,,,,,UAL20,53.4667,-60.2667,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,255,58,,AIREP,ARP UAL20 5328N 06016W 0225 F390 M49 255/58 JANJO 0238 5600N 05000W KT N76021 DDL YYR 220225 F87A,
2022-10-22T02:33:22Z,2022-10-22T02:25:00Z,,,,,,,DLH403,52.95,-30.95,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,330,104,,AIREP,ARP DLH403 5257N03057W 0225 F370 5300N03000W 0229 5200N02000W MS57 330/104 KT DABYA DDL XXF 220225 F61A ,
2022-10-22T02:33:22Z,2022-10-22T02:25:00Z,,,,,,,DLH403,52.95,-30.9667,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,330,104,,AIREP,ARP DLH403 5257N03058W 0225 F370 5300N03000W 0229 5200N02000W MS57 330/104 KT DABYA DDL XXF 220225 F60A ,
2022-10-22T02:33:23Z,2022-10-22T02:25:00Z,,,,,,,DLH403,52.9333,-31.0667,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,330,104,,AIREP,ARP DLH403 5256N03104W 0225 F370 5300N03000W 0229 5200N02000W MS57 330/104 KT DABYA DDL XXF 220225 F59A ,
2022-10-22T02:28:12Z,2022-10-22T02:25:00Z,,,,,,,DAL230,51.75,-33.3833,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,318,112,,AIREP,ARP DAL230 5145N 03323W 0225 F370 M55 318/112 5159N 03000W 0240 5059N 02000W KT N186DN QXT IGW 220226 F61A,
2022-10-22T02:33:23Z,2022-10-22T02:25:00Z,,,,,,,DAL258,51.5833,-35.2833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,306,97,,AIREP,ARP DAL258 5135N03517W 0225 F350 5200N03000W 0248 5100N02000W MS50 306/97 KT N816NW DDL IG1 220225 J75A ,
2022-10-22T02:33:23Z,2022-10-22T02:25:00Z,,,,,,,BAW32N,50.85,-32.1333,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-61,330,97,,AIREP,ARP BAW32N 5051N03208W 0225 F400 5059N03000W 0235 4959N02000W MS61 330/97 KT GYMMT DDL XXH 220225 F03A ,
2022-10-22T02:27:51Z,2022-10-22T02:25:00Z,,,,,,,DLH419,50.8333,-32.3667,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,328,115,,AIREP,ARP DLH419 5050N 03222W 0225 F360 M53 328/115 5059N 03000W 0235 4959N 02000W KT DABYI DDL XXF 220225 F75A,
2022-10-22T02:27:51Z,2022-10-22T02:25:00Z,,,,,,,DLH425,49.5167,-51.7833,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,244,136,,AIREP,ARP DLH425 4931N 05147W 0225 F380 M56 244/136 5000N 05000W 0232 5300N 04000W KT DAIHP DDL YYT 220225 J61A,
2022-10-22T02:28:12Z,2022-10-22T02:25:00Z,,,,,,,DAL62,48.7667,-33.3,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,330,115,,AIREP,ARP DAL62 4846N 03318W 0225 F370 M56 330/115 4900N 03000W 0242 4800N 02000W KT N814NW DDL IG1 220226 J74A,
2022-10-22T02:27:51Z,2022-10-22T02:25:00Z,,,,,,,DAL48,48.35,-48.9833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,255,101,,AIREP,ARP DAL48 4821N 04859W 0225 F350 M49 255/101 5059N 04000W 0306 5159N 03000W KT N412DX DDL YYT 220225 J67A,
2022-10-22T02:27:51Z,2022-10-22T02:25:00Z,,,,,,,DAL152,48.3,-46.1833,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,269,95,,AIREP,ARP DAL152 4818N 04611W 0225 F370 M54 269/95 5000N 04000W 0254 5100N 03000W KT N806NW DDL YYT 220225 J43A,
2022-10-22T02:38:08Z,2022-10-22T02:25:00Z,,,,,,,C172,33.1283,-117.28,1600,OVC,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIREP,CRQ UA /OV CRQ/TM 0225/FL016/TP C172/SK OVC016-024,
2022-10-22T02:50:08Z,2022-10-22T02:25:00Z,,,,,,,UAL1205,28.0,-130.0,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-26,20,80,,AIREP,ARP UAL1205 2800N 13000W 0225 F330 M26 020/080,
2022-10-22T02:36:03Z,2022-10-22T02:25:00Z,,,,,,,ETD269,19.7333,64.5833,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,270,17,,AIREP,ARP ETD269 1944N 06435E 0225 F400 M56 270/17,
2022-10-22T02:26:21Z,2022-10-22T02:24:00Z,,,,,,,UAL956,60.0167,-30.3833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,208,12,,AIREP,ARP UAL956 6001N 03023W 0224 F350 M54 208/12 6000N 03000W 0226 5900N 02000W KT N677UA DDL KEF 220224 F04A,
2022-10-22T02:33:22Z,2022-10-22T02:24:00Z,,,,,,,UAL134,60.0167,-38.3333,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,230,37,,AIREP,ARP UAL134 6001N03820W 0224 F330 5958N03000W 0255 5858N02001W MS52 230/37 KT N686UA DDL UAK 220224 F91A ,
2022-10-22T02:26:21Z,2022-10-22T02:24:00Z,,,,,,,UAL134,60.0167,-38.3667,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,229,37,,AIREP,ARP UAL134 6001N 03822W 0224 F330 M52 229/37 5958N 03000W 0255 5858N 02001W KT N686UA DDL UAK 220224 F90A,
2022-10-22T02:26:21Z,2022-10-22T02:24:00Z,,,,,,,ACA854,59.8333,-42.3333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,339,46,,AIREP,ARP ACA854 5950N 04220W 0224 F390 M53 339/46 6000N 04000W 0232 6000N 03000W KT CGHQY DDL UAK 220224 L61A,
2022-10-22T02:26:21Z,2022-10-22T02:24:00Z,,,,,,,ACA892,59.4167,-46.4333,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,211,59,,AIREP,ARP ACA892 5925N 04626W 0224 F350 M46 211/59 5958N 04000W 0247 5958N 03000W KT CFIVS DDL UAK 220224 F43A,
2022-10-22T02:26:21Z,2022-10-22T02:24:00Z,,,,,,,DAL134,58.0667,-32.1333,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,274,24,,AIREP,ARP DAL134 5804N 03208W 0224 F380 M60 274/24 5800N 03000W 0233 5700N 02000W KT N829NW DDL IG1 220224 J08A,
2022-10-22T02:33:22Z,2022-10-22T02:24:00Z,,,,,,,ACA896,57.9167,-28.5833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,344,36,,AIREP,ARP ACA896 5755N02835W 0224 F350 5700N02000W 0259 PIKIL MS52 344/36 KT CFJZS DDL XXN 220224 F56A ,
2022-10-22T02:33:03Z,2022-10-22T02:24:00Z,,,,,,,UAL944,57.6333,-15.0833,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,27,23,,AIREP,ARP UAL944 5738N01505W 0224 F410 AGORI 0233 OSBOX MS55 027/23 KT N27908 DDL TRE 220224 L44A ,
2022-10-22T02:26:21Z,2022-10-22T02:24:00Z,,,,,,,ACA898,56.9833,-49.95,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,256,53,,AIREP,ARP ACA898 5659N 04957W 0224 F370 M44 256/53 5759N 04000W 0300 5759N 03000W KT CFGDT DDL UAK 220224 L45A,
2022-10-22T02:26:21Z,2022-10-22T02:24:00Z,,,,,,,ACA872,56.9333,-50.25,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-42,262,59,,AIREP,ARP ACA872 5656N 05015W 0224 F350 M42 262/59 5700N 05000W 0225 5800N 04000W KT CFKAU DDL UAK 220224 F49A,
2022-10-22T02:25:29Z,2022-10-22T02:24:00Z,,,,,,,TSC250,54.5667,-35.0833,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,295,99,,AIREP,ARP TSC250 5434N 03505W 0224 F400 M62 295/99 5458N 03000W 0245 5358N 02000W KT CGUFR QXT AOE 220224 J59A,
2022-10-22T02:32:57Z,2022-10-22T02:24:00Z,,,,,,,N110QS,54.0167,-16.4,43000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,8,24,,AIREP,ARP N110QS 5401N01624W 0224 F430 DOGAL 0230 BEXET MS56 008/24 KT N110QS DDL BLY 220224 M28A ,
2022-10-22T02:27:51Z,2022-10-22T02:24:00Z,,,,,,,KLM646,53.6333,-41.4833,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,266,138,,AIREP,ARP KLM646 5338N 04129W 0224 F370 M54 266/138 5400N 04000W 0230 5500N 03000W KT PHBQC QXT EUA 220225 F26A,
2022-10-22T02:33:22Z,2022-10-22T02:24:00Z,,,,,,,EIN1EA,52.6667,-25.7833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,345,91,,AIREP,ARP EIN1EA 5240N02547W 0224 F350 5159N02000W 0248 LIMRI MS50 345/91 KT EILRF DDL IG1 220224 J73A ,
2022-10-22T02:25:29Z,2022-10-22T02:24:00Z,,,,,,,VIR226,52.5,-41.9333,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,271,129,,AIREP,ARP VIR226 5230N 04156W 0224 F400 M62 271/129 5259N 04000W 0232 5359N 03000W KT GVLUV DDL XXN 220224 J45A,
2022-10-22T02:26:21Z,2022-10-22T02:24:00Z,,,,,,,SWR6017,52.0333,-39.55,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-61,283,127,,AIREP,ARP SWR6017 5202N 03933W 0224 F390 M61 283/127 5258N 03000W 0306 5158N 02000W KT HBJHD DDL XXH 220224 J55A,
2022-10-22T02:27:51Z,2022-10-22T02:24:00Z,,,,,,,TOM165,51.4667,-42.1167,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,274,117,,AIREP,ARP TOM165 5128N 04207W 0224 F410 M63 274/117 5200N 04000W 0233 5300N 03000W KT GTUIL QXT AME 220225 L96A,
2022-10-22T02:26:21Z,2022-10-22T02:24:00Z,,,,,,,DAL222,51.45,-36.2667,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,300,99,,AIREP,ARP DAL222 5127N 03616W 0224 F360 M54 300/99 5158N 03000W 0252 5058N 02000W KT N831NW DDL IG1 220224 J46A,
2022-10-22T02:26:21Z,2022-10-22T02:24:00Z,,,,,,,DAL30,51.4167,-36.5,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,298,99,,AIREP,ARP DAL30 5125N 03630W 0224 F350 M50 298/99 5158N 03000W 0252 5058N 02000W KT N844MH QXT AOE 220224 F99A,
2022-10-22T02:33:22Z,2022-10-22T02:24:00Z,,,,,,,DLH401,51.0,-19.9,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,18,27,,AIREP,ARP DLH401 5100N01954W 0224 F370 DINIM 0246 ELSOX MS51 018/27 KT DABYR DDL XXF 220224 F02A ,
2022-10-22T02:25:29Z,2022-10-22T02:24:00Z,,,,,,,AAL50,50.45,-36.5167,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,305,100,,AIREP,ARP AAL50 5027N 03631W 0224 F370 M55 305/100 5100N 03000W 0252 5000N 02000W KT N720AN DDL XXN 220224 F18A,
2022-10-22T02:26:21Z,2022-10-22T02:24:00Z,,,,,,,EUK94R,50.4,-36.9333,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,300,88,,AIREP,ARP EUK94R 5024N 03656W 0224 F330 M46 300/88 5100N 03000W 0256 5000N 02000W KT GEIRH DDL IG1 220225 J47A,
2022-10-22T02:26:21Z,2022-10-22T02:24:00Z,,,,,,,SWR23,48.5667,-51.7667,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,249,128,,AIREP,ARP SWR23 4834N 05146W 0224 F380 M58 249/128 4858N 04959W 0231 5158N 03959W KT HBJHJ DDL YYT 220224 J30A,
2022-10-22T02:26:21Z,2022-10-22T02:24:00Z,,,,,,,VIR92,48.2833,-51.6667,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,250,122,,AIREP,ARP VIR92 4817N 05140W 0224 F390 M58 250/122 4900N 05000W 0232 5159N 04000W KT GVINE DDL YYT 220224 J40A,
2022-10-22T02:26:21Z,2022-10-22T02:24:00Z,,,,,,,UAL52,48.0167,-30.8167,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,342,120,,AIREP,ARP UAL52 4801N 03049W 0224 F370 M55 342/120 4759N 03000W 0228 4859N 02000W KT N664UA DDL XXU 220224 F46A,
2022-10-22T02:26:21Z,2022-10-22T02:24:00Z,,,,,,,AAL40,47.85,-42.1667,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,200,,AIREP,000 UAXN01 KAWN 220200 RRX ARP AAL40 4751N 04210W 0224 F390 M59 283/87 4759N 04000W 0233 4759N 03000W KT N876AL DDL XXH 220224 L19A,
2022-10-22T02:25:29Z,2022-10-22T02:24:00Z,,,,,,,AAL20,46.5333,-51.8833,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,247,90,,AIREP,ARP AAL20 4632N 05153W 0224 F360 M51 247/90 4700N 05000W 0233 5000N 04000W KT N727AN DDL YYT 220224 F91A,
2022-10-22T02:25:29Z,2022-10-22T02:23:00Z,,,,,,,UAL915,60.0667,-37.6667,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,240,45,,AIREP,ARP UAL915 6004N 03740W 0223 F340 M55 240/45 6000N 03000W 0250 5900N 02000W KT N225UA DDL UAK 220223 F01A,
2022-10-22T02:25:03Z,2022-10-22T02:23:00Z,,,,,,,AAL722,58.1,-33.9833,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,279,39,,AIREP,ARP AAL722 5806N 03359W 0223 F390 M62 279/39 5800N 03000W 0237 5600N 02000W KT N811AB DDL XXN 220223 L98A,
2022-10-22T02:33:04Z,2022-10-22T02:23:00Z,,,,,,,AAL724,58.05,-31.5333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-61,285,21,,AIREP,ARP AAL724 5803N03132W 0223 F390 5800N03000W 0228 5600N02000W MS61 285/21 KT N761AJ DDL XXN 220223 F74A ,
2022-10-22T02:25:29Z,2022-10-22T02:23:00Z,,,,,,,LOT42,57.8833,-56.85,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,262,51,,AIREP,ARP LOT42 5753N 05651W 0223 F390 M45 262/51 6000N 05000W 0251 6200N 04000W KT SPLSE DDL XXH 220223 L53A,
2022-10-22T02:25:29Z,2022-10-22T02:23:00Z,,,,,,,ACA832,57.4,-46.6333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,243,60,,AIREP,ARP ACA832 5724N 04638W 0223 F370 M46 243/60 5758N 04000W 0248 5758N 03000W KT CGEGC DDL UAK 220224 J43A,
2022-10-22T02:25:29Z,2022-10-22T02:23:00Z,,,,,,,FIN6,57.05,-48.25,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,258,60,,AIREP,ARP FIN6 5703N 04815W 0223 F380 M47 258/60 6100N 04000W 0304 6500N 03000W KT OHLTP DDL XXH 220223 J82A,
2022-10-22T02:33:04Z,2022-10-22T02:23:00Z,,,,,,,CFG2017,55.7,-26.0333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,7,66,,AIREP,ARP CFG2017 5542N02602W 0223 F390 5500N02000W 0249 RESNO MS59 007/66 KT 9HSMD DDL XXH 220223 J86A ,
2022-10-22T02:33:04Z,2022-10-22T02:23:00Z,,,,,,,AUA66,55.6667,-25.7167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,8,74,,AIREP,ARP AUA66 5540N02543W 0223 F350 5459N02000W 0248 5459N01500W MS48 008/74 KT OELPC DDL XXF 220223 F36A ,
2022-10-22T02:25:29Z,2022-10-22T02:23:00Z,,,,,,,UAL14,55.1167,-53.4333,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,266,86,,AIREP,ARP UAL14 5507N 05326W 0223 F350 M50 266/86 5600N 05000W 0237 5800N 04000W KT N672UA DDL YAY 220223 F55A,
2022-10-22T02:33:03Z,2022-10-22T02:23:00Z,,,,,,,KLM290,54.9333,-29.15,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,319,54,,AIREP,ARP KLM290 5456N02909W 0223 F400 5359N02000W 0303 DOGAL MS65 319/54 KT PHAKE QXT EUA 220223 J74A ,
2022-10-22T02:33:03Z,2022-10-22T02:23:00Z,,,,,,,BAW66V,53.9833,-35.8333,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,293,115,,AIREP,ARP BAW66V 5359N03550W 0223 F380 5428N03000W 0246 5328N02000W MS58 293/115 KT GSTBA DDL XXH 220223 F54A ,
2022-10-22T02:25:29Z,2022-10-22T02:23:00Z,,,,,,,VIR4C,53.8833,-31.3667,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,323,77,,AIREP,ARP VIR4C 5353N 03122W 0223 F400 M62 323/77 5358N 03000W 0229 5258N 02000W KT GVDOT DDL XXF 220224 J34A,
2022-10-22T02:25:29Z,2022-10-22T02:23:00Z,,,,,,,VIR110,53.85,-32.15,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,319,82,,AIREP,ARP VIR110 5351N 03209W 0223 F390 M62 319/82 5359N 03000W 0233 5259N 02000W KT GVNYC DDL XXH 220224 J48A,
2022-10-22T02:25:29Z,2022-10-22T02:23:00Z,,,,,,,ICE688,52.7,-58.5167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,252,57,,AIREP,ARP ICE688 5242N 05831W 0223 F350 M52 252/57 JANJO 0234 5700N 05000W KT TFICA QXS YHO 220223 F24A,
2022-10-22T02:33:22Z,2022-10-22T02:23:00Z,,,,,,,TOM047,52.5667,-35.3667,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-64,306,89,,AIREP,ARP TOM047 5234N03522W 0223 F410 5300N03000W 0246 5200N02000W MS64 306/89 KT GTUIM QXT EUA 220224 L13A ,
2022-10-22T02:25:03Z,2022-10-22T02:23:00Z,,,,,,,TOM047,52.55,-35.5333,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-64,304,89,,AIREP,ARP TOM047 5233N 03532W 0223 F410 M64 304/89 5300N 03000W 0246 5200N 02000W KT GTUIM QXT EUA 220223 L11A,
2022-10-22T02:25:03Z,2022-10-22T02:23:00Z,,,,,,,BAW2CM,52.5167,-41.95,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,269,136,,AIREP,ARP BAW2CM 5231N 04157W 0223 F390 M60 269/136 5300N 04000W 0231 5400N 03000W KT GXLED DDL XXH 220223 J06A,
2022-10-22T02:25:03Z,2022-10-22T02:23:00Z,,,,,,,AAL736,52.4667,-59.3667,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,251,65,,AIREP,ARP AAL736 5228N 05922W 0223 F390 M50 251/65 JANJO 0237 5559N 04959W KT N826AN DDL YYR 220223 L03A,
2022-10-22T02:33:04Z,2022-10-22T02:23:00Z,,,,,,,N117MS,52.0167,-20.2667,43000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,18,32,,AIREP,ARP N117MS 5201N02016W 0223 F430 5200N02000W 0224 LIMRI MS56 018/32 KT N117MS QXT AME 220223 M17A ,
2022-10-22T02:33:03Z,2022-10-22T02:23:00Z,,,,,,,EIN1BL,51.9167,-28.9333,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,339,99,,AIREP,ARP EIN1BL 5155N02856W 0223 F360 5059N02000W 0306 DINIM MS55 339/99 KT EILRB DDL IG1 220223 J34A ,
2022-10-22T02:33:04Z,2022-10-22T02:23:00Z,,,,,,,BCS385,49.9167,-21.15,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,355,45,,AIREP,ARP BCS385 4955N02109W 0223 F410 4959N02000W 0229 4959N01500W MS53 355/45 KT OOSEA DDL XXN 220223 J28A ,
2022-10-22T02:25:03Z,2022-10-22T02:23:00Z,,,,,,,TOM157,48.7333,-42.4333,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,285,104,,AIREP,ARP TOM157 4844N 04226W 0223 F400 M60 285/104 5000N 04000W 0236 5200N 03000W KT GTUIA QXT AME 220223 L81A,
2022-10-22T02:50:08Z,2022-10-22T02:23:00Z,,,,,,,FDX6003,20.2667,76.9333,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,258,37,,AIREP,ARP FDX6003 2016N 07656E 0223 F340 M40 258/37,
2022-10-22T02:36:03Z,2022-10-22T02:23:00Z,,,,,,,ATC401,13.6167,63.6333,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,82,3,,AIREP,ARP ATC401 1337N 06338E 0223 F380 M49 082/03,
2022-10-22T02:34:23Z,2022-10-22T02:23:00Z,,,,,,,QTR49G,10.5167,68.5,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,-33,66,14,,AIREP,ARP QTR49G 1031N 06830E 0223 F310 M33 066/14,
2022-10-22T02:25:05Z,2022-10-22T02:22:00Z,,,,,,,ACA886,61.0833,-33.7333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,349,36,,AIREP,ARP ACA886 6105N 03344W 0222 F390 M59 349/36 6059N 03000W 0235 5959N 02001W KT CFVLU DDL KEF 220222 L78A,
2022-10-22T02:25:03Z,2022-10-22T02:22:00Z,,,,,,,FPY410,60.7833,-56.6167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,264,51,,AIREP,ARP FPY410 6047N 05637W 0222 F350 M45 264/51 6200N 05000W 0246 6400N 04000W KT TFAEW DDL IG1 220222 J45A,
2022-10-22T02:25:03Z,2022-10-22T02:22:00Z,,,,,,,UAL40,60.05,-33.6833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,195,39,,AIREP,ARP UAL40 6003N 03341W 0222 F350 M55 195/39 5958N 03000W 0235 5858N 02001W KT N2747U DDL KEF 220222 F89A,
2022-10-22T02:25:03Z,2022-10-22T02:22:00Z,,,,,,,SAS908,57.4167,-53.4,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,258,47,,AIREP,ARP SAS908 5725N 05324W 0222 F390 M48 258/47 5759N 04959W 0235 6059N 03959W KT LNRKM DDL XXN 220222 J63A,
2022-10-22T02:33:03Z,2022-10-22T02:22:00Z,,,,,,,UAL91,56.8667,-13.7667,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,35,25,,AIREP,ARP UAL91 5652N01346W 0222 F360 SUNOT 0227 5801N02000W MS58 035/25 KT N17002 DDL SYY 220222 L22A ,
2022-10-22T02:33:03Z,2022-10-22T02:22:00Z,,,,,,,TSC250,54.5167,-35.5667,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,291,105,,AIREP,ARP TSC250 5431N03534W 0222 F400 5458N03000W 0245 5358N02000W MS62 291/105 KT CGUFR QXT AOE 220222 J57A ,
2022-10-22T02:25:05Z,2022-10-22T02:22:00Z,,,,,,,BAW5CA,54.3167,-37.5,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,281,121,,AIREP,ARP BAW5CA 5419N 03730W 0222 F380 M58 281/121 5459N 03000W 0250 5359N 02000W KT GZBKM DDL XXH 220223 L47A,
2022-10-22T02:33:03Z,2022-10-22T02:22:00Z,,,,,,,KLM642,54.0,-16.4167,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,23,22,,AIREP,ARP KLM642 5400N01625W 0222 F390 5359N01500W 0228 5359N01400W MS54 023/22 KT PHBKA QXT EUA 220222 L95A ,
2022-10-22T02:33:03Z,2022-10-22T02:22:00Z,,,,,,,VIR110,53.8167,-32.3833,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-61,315,86,,AIREP,ARP VIR110 5349N03223W 0222 F390 5359N03000W 0233 5259N02000W MS61 315/86 KT GVNYC DDL XXH 220222 J47A ,
2022-10-22T02:25:05Z,2022-10-22T02:22:00Z,,,,,,,JBU1620,53.55,-35.25,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,300,75,,AIREP,ARP JBU1620 5333N 03515W 0222 F340 M50 300/75 5358N 03000W 0245 5258N 02000W KT N4062J QXT IGW 220223 J64A,
2022-10-22T02:33:03Z,2022-10-22T02:22:00Z,,,,,,,JBU2104,53.55,-35.3167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,299,88,,AIREP,ARP JBU2104 5333N03519W 0222 F350 5358N03000W 0243 5258N02000W MS52 299/88 KT N2105J QXT IGW 220223 J52A ,
2022-10-22T02:25:03Z,2022-10-22T02:22:00Z,,,,,,,JBU2104,53.5333,-35.45,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,298,87,,AIREP,ARP JBU2104 5332N 03527W 0222 F350 M52 298/87 5358N 03000W 0243 5258N 02000W KT N2105J QXT IGW 220222 J50A,
2022-10-22T02:25:03Z,2022-10-22T02:22:00Z,,,,,,,DLH403,52.8833,-31.7833,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,329,101,,AIREP,ARP DLH403 5253N 03147W 0222 F370 M56 329/101 5300N 03000W 0229 5200N 02000W KT DABYA DDL XXF 220222 F56A,
2022-10-22T02:33:04Z,2022-10-22T02:22:00Z,,,,,,,DLH421,51.3667,-22.8667,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,9,47,,AIREP,ARP DLH421 5122N02252W 0222 F360 5059N02000W 0236 5059N01500W MS54 009/47 KT DABVM DDL XXF 220222 F60A ,
